0003,21.03
0018,20.98
0033,21.3
0048,20.84
0103,21.26
0118,21.15
0133,21.17
0148,21.14
0203,21.07
0218,21.08
0233,20.86
0248,21.06
0303,21.06
0318,21.1
0333,21.01
0348,21.07
0403,20.68
0418,21.44
0433,21.12
0449,21.27
0504,21.13
0519,21.12
0534,21.21
0549,21.1
0604,20.82
0619,21.1
0634,21.21
0649,21.18
0704,21.16
0719,21.29
0734,21.12
0749,21.0
0804,21.07
0819,21.2
0834,20.98
0849,21.08
0904,21.22
0919,20.99
0935,21.23
0950,21.45
1005,21.48
1020,21.33
1035,21.23
1050,21.29
1105,21.29
1120,21.02
1135,21.27
1150,21.18
1205,21.53
