0004,8.98
0019,8.87
0034,9.08
0049,8.89
0104,9.01
0119,8.98
0134,8.88
0149,8.93
0204,8.97
0219,8.81
0234,9.04
0249,8.9
0304,9.01
0319,8.94
0335,9.02
0350,8.93
0405,8.74
0420,9.05
0435,8.92
0450,8.88
0505,9.01
0520,8.86
0535,8.85
0550,9.06
0605,9.04
0620,8.8
0635,8.99
0650,8.88
0705,8.97
0720,9.16
0735,8.95
0750,8.92
0805,9.03
0820,8.87
0835,8.89
0851,8.77
0906,8.85
0921,8.85
0936,9.0
0951,8.89
1006,9.12
1021,8.97
1036,9.07
1051,8.93
1106,8.81
1121,8.92
1136,8.75
1151,9.1
1206,8.9
1221,9.15
1236,9.01
1251,9.08
