0010,21.08
0025,21.14
0040,21.34
0055,21.66
0110,21.09
0125,21.21
0140,21.32
0155,21.23
0210,21.33
0225,21.12
0240,21.0
0255,21.42
0310,21.3
0325,20.93
0340,21.06
0355,21.03
0410,21.1
0426,21.12
0441,21.34
0456,21.25
0511,21.4
0526,21.06
0541,21.19
0556,21.3
0611,21.11
0626,20.81
0641,21.14
0656,21.08
0711,21.36
0726,21.34
0741,21.01
0756,21.02
0811,20.89
0826,21.03
0841,21.33
0856,21.24
0911,21.28
0927,21.38
0942,21.23
0957,21.07
1012,21.14
1027,21.35
1042,21.04
1057,21.29
1112,21.08
1127,20.88
1142,21.19
1157,21.43
1212,21.25
1227,21.26
1242,21.26
1257,21.3
1312,21.2
1327,21.49
1342,21.15
1357,21.19
1412,21.01
1428,21.14
1443,21.19
1458,21.41
1513,21.18
1528,21.16
1543,21.12
1558,21.19
1613,21.23
