0013,12.05
0028,12.11
0043,11.82
0058,12.06
0113,11.95
0128,12.06
0143,11.75
0158,12.12
0213,11.97
0228,11.78
0243,11.8
0258,12.01
0313,11.95
0328,12.07
0343,11.73
0358,11.92
0413,12.04
0428,11.99
0443,12.0
0458,12.02
0513,12.0
0528,11.84
0543,12.06
0558,11.73
0613,11.84
0628,11.87
0644,12.0
0659,11.91
0714,11.91
0729,11.9
0744,11.89
0759,11.71
0814,11.88
0829,12.02
0844,11.99
0859,12.16
0914,12.0
0929,11.9
0944,11.89
0959,12.08
1014,11.93
1029,11.92
1044,11.87
1059,11.88
1114,11.59
1129,11.75
1144,11.93
1159,11.95
1214,11.77
1229,12.01
1244,11.73
1508,22.59
1523,21.92
1538,21.9
1553,21.71
1608,21.49
1623,21.37
1638,21.35
1653,21.13
1708,21.59
1853,21.12
1908,21.32
1923,21.5
1938,21.31
1954,21.28
2009,21.25
2024,21.26
2039,21.41
2054,21.39
2109,20.9
2124,21.08
2139,21.2
2154,21.1
2209,21.23
2224,21.18
2239,21.11
2254,21.2
2309,21.39
2324,21.34
2339,21.4
