0008,21.48
0023,21.33
0038,21.21
0053,21.4
0108,21.17
0123,21.18
0138,21.17
0154,21.24
0209,20.97
0224,21.13
0239,21.24
0254,21.48
0309,20.84
0324,21.1
0339,21.26
0354,21.4
0409,21.23
0424,21.38
0439,21.21
0454,20.97
0509,21.26
0524,20.87
0539,21.15
0554,21.16
0609,21.17
0624,21.27
0639,21.67
0654,21.3
0709,21.22
0725,21.28
0740,21.44
0755,21.31
0810,21.07
0825,21.13
0840,21.25
0855,21.16
0910,21.33
0925,21.37
0940,21.25
0955,21.38
1010,21.43
1025,21.34
1040,21.3
1055,21.02
1110,21.3
1125,21.18
1140,21.22
1155,21.22
1210,21.14
1225,21.3
1240,21.14
1256,21.03
1311,21.27
1326,21.63
1341,21.58
1356,21.29
1411,21.25
1426,21.16
1441,21.43
1456,21.44
