0013,21.39
0028,21.49
0043,21.21
0058,21.35
0113,21.15
0128,21.3
0143,21.06
0158,21.22
0213,21.26
0228,21.14
0243,20.88
0258,21.29
0313,21.21
0328,21.11
0343,21.22
0358,21.15
0413,21.16
0428,21.0
0443,21.11
0458,21.09
0514,21.22
0529,21.04
0544,21.37
0559,21.26
0614,21.15
0629,21.47
0644,21.24
0659,21.38
0714,21.36
0729,21.28
0744,21.4
0759,21.56
0814,21.24
0829,20.97
0844,21.37
0859,21.23
0914,21.12
0929,21.32
0944,21.01
0959,21.34
1015,21.37
1030,21.13
1045,21.28
1100,21.28
1115,21.4
1130,21.42
1145,21.51
1200,21.2
1215,21.19
1230,21.18
1245,21.25
1300,21.31
1315,21.25
1330,21.2
1345,21.12
1400,21.36
1415,21.55
1430,21.33
1445,21.01
1500,21.32
1515,21.14
1531,21.04
1546,21.32
1601,21.33
1616,21.19
1631,21.13
1646,21.51
1701,21.09
1716,21.38
1731,21.28
1746,21.07
1801,21.16
1816,21.35
1831,21.12
