1315,21.24
1330,21.02
1345,21.27
1400,21.36
1415,21.22
1430,21.48
1445,21.13
1500,21.13
1515,21.34
1530,21.1
1545,21.27
1600,21.05
1615,21.12
1630,21.04
1645,21.39
1700,21.17
1715,21.32
1731,21.46
1746,21.14
1801,21.22
1816,20.93
