0002,21.12
0017,21.23
0032,21.26
0047,21.11
0102,21.19
0117,21.01
0132,21.25
0147,21.27
0202,21.31
0218,21.25
0233,21.16
0248,21.17
0303,21.13
0318,21.12
0333,21.16
0348,21.19
0403,21.39
0418,20.95
0433,21.27
0448,21.38
0503,21.33
0518,20.98
0533,21.06
0548,21.05
0603,21.05
0618,21.05
0633,21.26
0648,21.39
0703,20.88
0718,21.1
0734,21.19
0749,21.12
0804,21.28
0819,21.19
0834,21.26
0849,21.17
0904,21.08
0919,21.59
0934,20.99
0949,21.24
1004,21.06
1019,21.6
1034,20.91
1049,20.92
1104,21.22
1119,21.16
1134,21.15
1149,21.41
1204,21.23
1219,21.41
1234,21.23
1250,21.28
1305,21.16
1320,21.04
1335,21.26
1350,20.86
1405,21.22
1420,21.06
1435,21.33
1450,21.33
1505,20.9
1520,21.01
1535,21.32
1550,21.08
1605,21.19
1620,20.93
1635,21.29
1650,21.32
1705,21.26
1720,21.06
1735,21.24
1750,21.36
1806,21.2
1821,21.01
1836,21.17
1851,21.1
1906,21.12
1921,21.05
1936,21.31
1951,21.38
2006,20.99
2021,21.31
2036,21.2
2051,21.17
2106,21.07
2121,21.22
2136,20.96
2151,21.29
2206,21.47
