0013,21.25
0028,21.24
0043,21.13
0058,20.96
0113,21.07
0128,20.97
0143,21.14
0158,21.18
0213,21.05
0228,21.25
0243,21.29
0258,21.34
0313,20.81
0328,21.33
0343,21.11
0358,21.35
0414,21.13
0429,21.29
0444,20.96
0459,21.42
0514,21.07
0529,21.5
0544,20.89
0559,20.95
0614,21.22
0629,21.15
0644,21.29
0659,21.05
0714,21.25
0729,21.45
0744,21.02
0759,21.22
0814,21.31
0829,21.22
0844,21.36
0900,21.1
0915,21.31
0930,20.98
0945,20.93
1000,21.17
1015,21.25
1030,21.16
1045,21.16
1100,21.35
1115,20.97
1130,21.05
1145,21.2
1200,21.24
1215,21.36
1230,21.13
1245,21.36
1300,21.19
1315,21.26
1330,21.31
1346,21.45
1401,21.22
1416,21.36
1431,21.18
1446,21.26
1501,21.4
1516,21.41
1531,21.16
1546,21.17
1601,21.03
1616,21.51
1631,21.18
1646,21.49
1701,20.86
1716,21.39
1731,21.3
1746,21.41
1801,21.29
1816,21.32
1832,21.25
1847,21.31
1902,21.1
1917,21.22
1932,21.14
1947,21.01
2002,20.86
2017,21.15
2032,21.19
2047,21.19
2102,21.08
2117,21.32
2132,21.05
