0013,21.0
0028,20.98
0043,20.99
0058,21.28
0113,21.15
0128,21.23
0143,21.16
0158,21.23
0213,21.02
0228,21.31
0243,21.33
0258,21.12
0313,21.34
0328,21.02
0343,20.9
0358,21.08
0413,21.3
0428,21.32
0443,21.5
0458,21.28
0513,21.08
0528,20.97
0544,20.99
0559,21.51
0614,21.26
0629,21.24
0644,21.32
0659,21.09
0714,21.33
0729,21.15
0744,21.38
0759,21.53
0814,21.22
0829,21.07
0844,21.1
0859,21.28
0914,21.05
0929,21.27
0944,21.19
0959,20.95
1014,21.02
1029,21.25
1044,21.01
1059,21.1
1115,21.32
1130,21.08
1145,21.33
1200,21.05
1215,21.32
1230,21.27
1245,21.3
1300,21.22
1315,21.37
1330,21.09
1345,21.09
1504,21.88
1519,21.72
1534,21.59
1549,21.26
1604,21.18
1619,21.09
1634,21.3
1649,21.22
1704,21.07
