0008,20.7
0023,21.05
0038,20.79
0053,20.77
0108,21.18
0123,20.96
0138,20.94
0153,20.9
0208,21.04
0223,20.76
0238,20.82
0253,21.14
0308,20.7
0323,20.84
0338,20.88
0353,21.14
0408,20.92
0424,21.18
0439,21.05
0454,20.98
0509,20.99
0524,20.9
0539,21.08
0554,21.1
0609,21.05
0624,21.03
0639,21.07
0654,21.2
0709,21.3
0724,21.06
0739,21.21
0754,21.34
0809,21.11
0824,21.02
0839,20.91
0854,20.92
0909,20.7
0925,21.25
0940,21.0
0955,21.04
1010,21.05
1025,20.89
1040,21.18
1055,21.14
1110,20.9
1125,20.99
1140,20.89
1155,21.29
1210,20.98
1225,21.06
1240,20.84
1255,21.03
1310,21.15
1325,21.15
1340,20.9
1355,20.95
1411,20.97
1426,21.19
1441,20.84
1456,21.11
1511,21.13
1526,21.04
1541,20.99
1556,21.05
1611,21.02
