0007,21.22
0022,21.08
0037,21.14
0052,21.22
0107,21.32
0122,21.14
0137,21.2
0152,21.08
0207,21.2
0222,21.28
0237,20.89
0252,21.04
0307,21.11
0322,21.3
0337,21.09
0352,20.87
0407,21.16
0422,21.16
0437,21.56
0452,21.36
0507,20.9
0522,21.21
0537,21.06
0553,21.25
0608,21.54
0623,21.3
0638,20.95
0653,21.28
0708,21.02
0723,21.06
0738,21.09
0753,21.29
0808,21.09
0823,21.16
0838,20.93
0853,21.19
0908,21.18
0923,21.22
0938,21.12
0953,21.37
1008,21.12
1023,21.18
1038,20.96
1053,21.1
1108,21.06
1123,21.28
1139,21.13
1154,21.18
1209,21.62
1224,21.41
1239,21.23
1254,20.96
1309,21.32
1324,21.35
1339,21.37
1354,21.18
1409,21.22
1424,21.32
1439,21.09
1454,21.13
1509,21.44
1524,21.04
1539,21.1
1554,20.98
1609,20.94
