0009,12.22
0024,12.03
0039,11.91
0054,12.1
0109,12.03
0124,11.98
0139,11.85
0154,12.03
0209,11.77
0224,11.83
0239,11.94
0254,11.95
0309,11.87
0324,12.02
0339,11.85
0355,11.75
0410,11.82
0425,12.29
0440,11.67
0455,11.82
0510,11.83
0525,11.73
0540,11.9
0555,11.94
0610,11.94
0625,12.03
0640,12.0
0655,12.13
0710,11.93
0725,12.19
0740,11.86
0755,11.91
0810,11.87
0825,12.13
0840,11.95
0855,11.93
0910,12.07
0925,12.21
0940,11.97
0955,11.89
1010,11.91
1025,11.92
1041,11.98
1056,11.93
1111,11.83
1126,11.92
1141,12.02
1156,11.95
1211,11.96
1226,11.82
1241,12.22
1256,11.88
1326,12.07
1341,11.96
1356,11.95
1411,11.84
1426,11.94
1441,11.72
1456,12.15
1511,11.81
1526,11.94
1541,12.04
1556,12.06
1611,12.19
1626,11.76
1641,11.95
1656,12.1
1712,11.97
1727,11.98
1742,11.87
1757,11.98
1812,11.9
1827,11.97
1842,11.94
1857,11.9
1912,11.74
1927,12.04
1942,11.98
1957,12.03
2012,11.95
2027,12.04
2042,11.95
2057,11.94
2112,11.98
2127,12.0
2142,11.89
2157,11.77
2212,12.08
2227,11.89
2242,11.97
2257,11.98
2312,11.85
2327,11.91
