0002,21.17
0017,21.07
0032,20.96
0047,21.07
0102,21.29
0118,21.01
0133,20.98
0148,20.91
0203,20.94
0218,21.04
0233,20.97
0248,21.04
0303,20.98
0318,20.87
0333,20.86
0348,21.1
0403,20.93
0418,20.9
0433,21.07
0448,21.04
0503,20.89
0518,21.05
0533,21.18
0548,21.0
0603,21.05
0619,20.96
0634,21.15
0649,20.78
0704,20.62
0719,20.93
0734,21.46
0749,21.14
0804,20.86
0819,20.75
0834,20.92
0849,21.08
0904,21.0
0919,20.81
0934,21.24
0949,20.76
1004,20.91
1019,21.06
1034,21.15
1049,21.28
1104,20.93
1120,21.06
1135,20.8
1150,21.4
1205,21.22
1220,21.1
1235,21.3
1436,35.71
1451,24.4
1506,24.4
1521,23.96
1536,23.49
1551,22.94
1606,22.41
1621,22.04
1636,21.11
1651,20.61
1706,19.88
1721,18.66
1736,17.73
1751,16.95
1806,16.12
1821,15.6
1837,14.63
1852,13.98
1907,13.35
1922,12.48
1937,12.25
1952,11.47
2007,10.93
2022,10.49
